Категории,Имя,Изображения,Описание,Базовая цена,Видимость в каталоге,Type,SKU,Attribute 1 name,Attribute 1 value(s),parent
ПРЯЖА > Семеновская пряжа,"""Березка"" sv.goluboj",https://2676270.ru/upload/iblock/4d0/h39ntTSJpcg-001.jpg,"Состав: 100% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Березка"" sv.goluboj",Цвет,св.голубой,"""Березка"""
ПРЯЖА > Семеновская пряжа,"""Березка""",https://2676270.ru/upload/resize_cache/iblock/69e/230_189_1/10305.jpg,"Состав: 100% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variable,"""Березка""",Цвет,"бордо, черный, кармин, ковыль, перванш, св.зеленый, льняной, зеленое яблоко, лимон, кармин, св.голубой",
ПРЯЖА > Семеновская пряжа,"""Ивушка"" атлант",https://2676270.ru/upload/iblock/f1d/20200218_133941.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" атлант",Цвет,атлант,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" вишня",https://2676270.ru/upload/iblock/1b3/7IOsInnpN5Y-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" вишня",Цвет,вишня,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" липа",https://2676270.ru/upload/iblock/866/8fa0qi8TiPQ-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" липа",Цвет,липа,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" св.зелень",https://2676270.ru/upload/iblock/3cc/Св .зелень  690Г-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" св.зелень",Цвет,св.зелень,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" pervansh",https://2676270.ru/upload/iblock/4ac/20190409_082502-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" pervansh",Цвет,перванш,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" sv.goluboj",https://2676270.ru/upload/iblock/dc5/MmFjBN_LSXE-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" sv.goluboj",Цвет,св.голубой,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" гиацинт",https://2676270.ru/upload/iblock/4bc/20200218_134123.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" гиацинт",Цвет,гиацинт,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" stal'noj",https://2676270.ru/upload/iblock/ee2/wZZeN24s7ps-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" stal'noj",Цвет,стальной,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка"" chernyj",https://2676270.ru/upload/iblock/598/xzBJrRlONqs-001.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Ивушка"" chernyj",Цвет,черный,"""Ивушка"""
ПРЯЖА > Семеновская пряжа,"""Ивушка""",https://2676270.ru/upload/resize_cache/iblock/5fd/230_189_1/10503.jpg,"Состав: 50% Хлопок, 50% Вискоза, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variable,"""Ивушка""",Цвет,"атлант, вишня, липа, св.зелень, перванш, св.голубой, гиацинт, стальной, черный",
ПРЯЖА > Семеновская пряжа,"""Ирина"" jark.oranzhevyj",https://2676270.ru/upload/iblock/0b2/BexVKfIcHZM-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" jark.oranzhevyj",Цвет,ярк.оранжевый,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" яр.зелень",https://2676270.ru/upload/iblock/0af/20190409_091712-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" яр.зелень",Цвет,яр.зелень,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" фиалка",https://2676270.ru/upload/iblock/320/20190409_115719-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" фиалка",Цвет,фиалка,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" veresk",https://2676270.ru/upload/iblock/06a/WCWh5fripXs-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" veresk",Цвет,вереск,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" sv.giatsint",https://2676270.ru/upload/iblock/485/20190409_115616-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" sv.giatsint",Цвет,св.гиацинт,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" veresk",https://2676270.ru/upload/iblock/83e/20200218_125134.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" veresk",Цвет,вереск,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" abrikos",https://2676270.ru/upload/iblock/74d/jJ9Eb0U1ENU-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" abrikos",Цвет,абрикос,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" temnoe zoloto",https://2676270.ru/upload/iblock/3aa/20190409_113414-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" temnoe zoloto",Цвет,темное золото,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" липа+В",https://2676270.ru/upload/iblock/b65/20190409_113548-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" липа+В",Цвет,липа+В,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" кобальт",https://2676270.ru/upload/iblock/8c7/20190409_113020-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" кобальт",Цвет,кобальт,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" shampanskoe+V",https://2676270.ru/upload/iblock/e8d/20190409_114609-002.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" shampanskoe+V",Цвет,шампанское+В,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" Zelenoe jabloko+V",https://2676270.ru/upload/iblock/bd0/voD49EZ47Mk-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" Zelenoe jabloko+V",Цвет,Зеленое яблоко+В,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" korichnevyj",https://2676270.ru/upload/iblock/ccd/acO2K7qeaSM-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" korichnevyj",Цвет,коричневый,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" temnyj pesok",https://2676270.ru/upload/iblock/001/20200218_122252.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" temnyj pesok",Цвет,темный песок,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" фезалис",https://2676270.ru/upload/iblock/c76/20190409_091636-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" фезалис",Цвет,фезалис,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" канарейка",https://2676270.ru/upload/iblock/529/UjCDtuJYWj0-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" канарейка",Цвет,канарейка,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" св.салат+В ",https://2676270.ru/upload/iblock/333/20190409_091515-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" св.салат+В ",Цвет,св.салат+В ,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" krasnaja glina",https://2676270.ru/upload/iblock/810/10167_1077.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" krasnaja glina",Цвет,красная глина,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" бордо",https://2676270.ru/upload/iblock/388/jVa1PaGKBDs-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" бордо",Цвет,бордо,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" dzhinsovyj",https://2676270.ru/upload/iblock/36e/20200218_123804.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" dzhinsovyj",Цвет,джинсовый,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" Purpurnyj",https://2676270.ru/upload/iblock/4d2/2YLnjx6qboY-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" Purpurnyj",Цвет,Пурпурный,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина"" Азалия+В",https://2676270.ru/upload/iblock/693/YCncs63rbNE-001.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variation,"""Ирина"" Азалия+В",Цвет,Азалия+В,"""Ирина"""
ПРЯЖА > Семеновская пряжа,"""Ирина""",https://2676270.ru/upload/resize_cache/iblock/9bb/230_189_1/10167_343.jpg,"Состав: 66% Хлопок мерсеризованный, 34% Вискоза, Длина нити: 100гр. 334мт., Вес упаковки: 1100",1650,visible,variable,"""Ирина""",Цвет,"ярк.оранжевый, яр.зелень, фиалка, вереск, св.гиацинт, вереск, абрикос, темное золото, липа+В, кобальт, шампанское+В, Зеленое яблоко+В, коричневый, темный песок, фезалис, канарейка, св.салат+В , красная глина, бордо, джинсовый, Пурпурный, Азалия+В",
ПРЯЖА > Семеновская пряжа,"""Кабле"" липа",https://2676270.ru/upload/iblock/9c1/n-wkkLSRrfs-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" липа",Цвет,липа,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" tropik",https://2676270.ru/upload/iblock/9b5/20200218_135319.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" tropik",Цвет,тропик,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" mahagon",https://2676270.ru/upload/iblock/293/sdBx7Byh_xo-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" mahagon",Цвет,махагон,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" chernyj",https://2676270.ru/upload/iblock/616/CeTslrwa05M-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" chernyj",Цвет,черный,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" pervansh",https://2676270.ru/upload/iblock/b92/20190409_094806-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" pervansh",Цвет,перванш,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" tropik",https://2676270.ru/upload/iblock/17d/20190409_094739-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" tropik",Цвет,тропик,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" фисташка",https://2676270.ru/upload/iblock/cbc/dVmRv-CxGoY-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" фисташка",Цвет,фисташка,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле"" вишня",https://2676270.ru/upload/iblock/78b/PTr3Ty69u8Y-001.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variation,"""Кабле"" вишня",Цвет,вишня,"""Кабле"""
ПРЯЖА > Семеновская пряжа,"""Кабле""",https://2676270.ru/upload/resize_cache/iblock/aba/230_189_1/10502_77.jpg,"Состав: 100% Хлопок, Длина нити: 100гр. 430мт., Вес упаковки: 1000",1500,visible,variable,"""Кабле""",Цвет,"липа, тропик, махагон, черный, перванш, тропик, фисташка, вишня",
ПРЯЖА > Семеновская пряжа,"""Крестьянка"" chernyj",https://2676270.ru/upload/iblock/239/10506_1.jpg,"Состав: 34% Хлопок, 33% Лен, 33% Вискоза, Длина нити: 100гр. 400мт., Вес упаковки: 1000",1500,visible,variation,"""Крестьянка"" chernyj",Цвет,черный,"""Крестьянка"""
ПРЯЖА > Семеновская пряжа,"""Крестьянка""",https://2676270.ru/upload/resize_cache/iblock/5b7/230_189_1/10506.jpg,"Состав: 34% Хлопок, 33% Лен, 33% Вискоза, Длина нити: 100гр. 400мт., Вес упаковки: 1000",1500,visible,variable,"""Крестьянка""",Цвет,черный,
ПРЯЖА > Семеновская пряжа,"""Лилия"" dzhinsovyj",https://2676270.ru/upload/iblock/af5/y-uYEOCkBT0-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" dzhinsovyj",Цвет,джинсовый,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" sinij",https://2676270.ru/upload/iblock/55c/20190409_084856-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" sinij",Цвет,синий,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" zheltyj",https://2676270.ru/upload/iblock/856/20190409_084923-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" zheltyj",Цвет,желтый,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" св.салат",https://2676270.ru/upload/iblock/965/oPf33UohhUk-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" св.салат",Цвет,св.салат,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" фезалис",https://2676270.ru/upload/iblock/b4e/20190409_103320-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" фезалис",Цвет,фезалис,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" sv.giatsint",https://2676270.ru/upload/iblock/8ae/54PLzqsKCSw-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" sv.giatsint",Цвет,св.гиацинт,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" abrikos",https://2676270.ru/upload/iblock/278/20190409_102300-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" abrikos",Цвет,абрикос,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" вишня",https://2676270.ru/upload/iblock/f10/PVUFmgpvl74-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" вишня",Цвет,вишня,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" темн.золото",https://2676270.ru/upload/iblock/a39/OAOx424MQZU-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" темн.золото",Цвет,темн.золото,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" олива",https://2676270.ru/upload/iblock/ea2/fWFf75Wp4Ws-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" олива",Цвет,олива,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" темн.песок",https://2676270.ru/upload/iblock/f4c/u1irbzJDe_M-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" темн.песок",Цвет,темн.песок,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" св.какао",https://2676270.ru/upload/iblock/d3b/v6oRq7iFHz8-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" св.какао",Цвет,св.какао,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" азалия",https://2676270.ru/upload/iblock/0cd/yJ2OikqSyDc-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" азалия",Цвет,азалия,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" св.атлант",https://2676270.ru/upload/iblock/66d/20190409_101934-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" св.атлант",Цвет,св.атлант,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" Lipa",https://2676270.ru/upload/iblock/e76/wTwrqnxFy3I-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" Lipa",Цвет,Липа,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" Шампанское",https://2676270.ru/upload/iblock/095/_DyJq2xaZHE-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" Шампанское",Цвет,Шампанское,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" korall",https://2676270.ru/upload/iblock/91c/20200218_160736.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" korall",Цвет,коралл,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" zelenoe jabloko",https://2676270.ru/upload/iblock/ac2/rU1fJrD1M6Q-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" zelenoe jabloko",Цвет,зеленое яблоко,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" Бордо",https://2676270.ru/upload/iblock/4db/WYPSymWRbR0-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" Бордо",Цвет,Бордо,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" korichnevyj",https://2676270.ru/upload/iblock/c03/STmxk7lMmXc-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" korichnevyj",Цвет,коричневый,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" канарейка",https://2676270.ru/upload/iblock/2b8/4jCSmstfiA0-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" канарейка",Цвет,канарейка,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" purpurnyj",https://2676270.ru/upload/iblock/5b9/bFC6yut5n-c-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" purpurnyj",Цвет,пурпурный,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" sv.zelenyj",https://2676270.ru/upload/iblock/331/rU1fJrD1M6Q-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" sv.zelenyj",Цвет,св.зеленый,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" фрез",https://2676270.ru/upload/iblock/f83/hBhHwKzsPTo-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" фрез",Цвет,фрез,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" jarko oranzhevyj",https://2676270.ru/upload/iblock/0fa/wwNpwJPyZDY-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" jarko oranzhevyj",Цвет,ярко оранжевый,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" гиацинт",https://2676270.ru/upload/iblock/328/20190409_102558-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" гиацинт",Цвет,гиацинт,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия"" krasnaja glina",https://2676270.ru/upload/iblock/748/20190409_102846-001.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variation,"""Лилия"" krasnaja glina",Цвет,красная глина,"""Лилия"""
ПРЯЖА > Семеновская пряжа,"""Лилия""",https://2676270.ru/upload/resize_cache/iblock/eef/230_189_1/166_1445.jpg,"Состав: 100% Хлопок мерсеризованный, Длина нити: 100гр. 392мт., Вес упаковки: 1000",1650,visible,variable,"""Лилия""",Цвет,"джинсовый, синий, желтый, св.салат, фезалис, св.гиацинт, абрикос, вишня, темн.золото, олива, темн.песок, св.какао, азалия, св.атлант, Липа, Шампанское, коралл, зеленое яблоко, Бордо, коричневый, канарейка, пурпурный, св.зеленый, фрез, ярко оранжевый, гиацинт, красная глина",
