Категории,Имя,Изображения,Описание,Базовая цена,Видимость в каталоге,Type,SKU,Attribute 1 name,Attribute 1 value(s),parent
ПРЯЖА > YARNART,ALPINE ALPACA Zheltyj,https://2676270.ru/upload/iblock/58b/alpinaalpaca_444.jpg,"Состав: 30% АЛЬПАКА, 10% ШЕРСТЪ, 60% АКРИЛ, Длина нити: 100гр. 120мт., Вес упаковки: 300",1005,visible,variation,ALPINE ALPACA Zheltyj,Цвет,Желтый,ALPINE ALPACA
ПРЯЖА > YARNART,ALPINE ALPACA,https://2676270.ru/upload/resize_cache/iblock/cb4/230_189_1/ALPINEALPACA_yumak.jpg,"Состав: 30% АЛЬПАКА, 10% ШЕРСТЪ, 60% АКРИЛ, Длина нити: 100гр. 120мт., Вес упаковки: 300",1005,visible,variable,ALPINE ALPACA,Цвет,"Черный, Белый, Василек, Желтый",
ПРЯЖА > YARNART,ALPINE MAXI Korichnevyj,https://2676270.ru/upload/iblock/81b/PJkrPfk9mT4-001.jpg,"Состав: 40%шерсть,60%акрил, Длина нити: 250гр.-105мт., Вес упаковки: 500гр.",990,visible,variation,ALPINE MAXI Korichnevyj,Цвет,Коричневый,ALPINE MAXI
ПРЯЖА > YARNART,ALPINE MAXI Birjuzovyj,https://2676270.ru/upload/iblock/a7e/QIx2k3eRXvM-001.jpg,"Состав: 40%шерсть,60%акрил, Длина нити: 250гр.-105мт., Вес упаковки: 500гр.",990,visible,variation,ALPINE MAXI Birjuzovyj,Цвет,Бирюзовый,ALPINE MAXI
ПРЯЖА > YARNART,ALPINE MAXI Belyj,https://2676270.ru/upload/iblock/6f9/Без названия.jpg,"Состав: 40%шерсть,60%акрил, Длина нити: 250гр.-105мт., Вес упаковки: 500гр.",990,visible,variation,ALPINE MAXI Belyj,Цвет,Белый,ALPINE MAXI
ПРЯЖА > YARNART,ALPINE MAXI,https://2676270.ru/upload/resize_cache/iblock/a41/230_189_1/Pryazha_YarnArt_Alpine_Maxi_667_Alpin_maksi_b35404-001.jpg,"Состав: 40%шерсть,60%акрил, Длина нити: 250гр.-105мт., Вес упаковки: 500гр.",990,visible,variable,ALPINE MAXI,Цвет,"Коричневый, Бирюзовый, Белый",
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Rozovyj/zelenyj/sinij,https://2676270.ru/upload/iblock/e4a/ambiance_150.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Rozovyj/zelenyj/sinij,Цвет,Розовый/зеленый/синий,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Bezhevyj/korichnevyj,https://2676270.ru/upload/iblock/eb5/ambiance_151.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Bezhevyj/korichnevyj,Цвет,Бежевый/коричневый,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Терракот/бирюза,https://2676270.ru/upload/iblock/0fb/ambiance_152.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Терракот/бирюза,Цвет,Терракот/бирюза,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Sirenevyj/zheltyj,https://2676270.ru/upload/iblock/4b0/ambiance_153.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Sirenevyj/zheltyj,Цвет,Сиреневый/желтый,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Sirenevyj/zheltyj,https://2676270.ru/upload/iblock/1e5/ambiance_154.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Sirenevyj/zheltyj,Цвет,Сиреневый/желтый,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Belyj/birjuza,https://2676270.ru/upload/iblock/2c3/ambiance_155.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Belyj/birjuza,Цвет,Белый/бирюза,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Zelenyj/fistashka,https://2676270.ru/upload/iblock/06a/ambiance_156.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Zelenyj/fistashka,Цвет,Зеленый/фисташка,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Oranzhevyj/goluboj,https://2676270.ru/upload/iblock/d20/ambiance_157.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Oranzhevyj/goluboj,Цвет,Оранжевый/голубой,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Chernyj/belyj,https://2676270.ru/upload/iblock/129/ambiance_159.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Chernyj/belyj,Цвет,Черный/белый,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА) Oranzhevyj/zheltyj/siren',https://2676270.ru/upload/iblock/eea/ambiance_160.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variation,AMBIANCE (НОВИНКА) Oranzhevyj/zheltyj/siren',Цвет,Оранжевый/желтый/сирень,AMBIANCE (НОВИНКА)
ПРЯЖА > YARNART,AMBIANCE (НОВИНКА),https://2676270.ru/upload/resize_cache/iblock/16a/230_189_1/ambiance_yumak.jpg,"Состав: 20% Шерстъ - 80% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1178,visible,variable,AMBIANCE (НОВИНКА),Цвет,"Розовый/зеленый/синий, Бежевый/коричневый, Терракот/бирюза, Сиреневый/желтый, Сиреневый/желтый, Белый/бирюза, Зеленый/фисташка, Оранжевый/голубой, Черный/белый, Оранжевый/желтый/сирень",
ПРЯЖА > YARNART,ANGORA Zheltyj,https://2676270.ru/upload/iblock/120/3006_ANGORARAM.jpg,"Состав: 40% Мохер, 60% Акрил, Длина нити: 100гр. 500мт., Вес упаковки: 500",870,visible,variation,ANGORA Zheltyj,Цвет,Желтый,ANGORA
ПРЯЖА > YARNART,ANGORA Zheltyj,https://2676270.ru/upload/iblock/048/315.jpg,"Состав: 40% Мохер, 60% Акрил, Длина нити: 100гр. 500мт., Вес упаковки: 500",870,visible,variation,ANGORA Zheltyj,Цвет,Желтый,ANGORA
ПРЯЖА > YARNART,ANGORA Зелень,https://2676270.ru/upload/iblock/3a2/ANGORARAM_9640.jpg,"Состав: 40% Мохер, 60% Акрил, Длина нити: 100гр. 500мт., Вес упаковки: 500",870,visible,variation,ANGORA Зелень,Цвет,Зелень,ANGORA
ПРЯЖА > YARNART,ANGORA,https://2676270.ru/upload/resize_cache/iblock/df1/230_189_1/angorayumak.JPG,"Состав: 40% Мохер, 60% Акрил, Длина нити: 100гр. 500мт., Вес упаковки: 500",870,visible,variable,ANGORA,Цвет,"Желтый, Желтый, Зелень",
ПРЯЖА > YARNART,ANGORA DE LUXE Korichnevyj,https://2676270.ru/upload/iblock/7c0/ANGORADELUXE_116.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Korichnevyj,Цвет,Коричневый,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Alyj,https://2676270.ru/upload/iblock/990/ANGORADELUXE_156_yeni.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Alyj,Цвет,Алый,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Sinij,https://2676270.ru/upload/iblock/608/ANGORADELUXE_3040.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Sinij,Цвет,Синий,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Korichnevyj,https://2676270.ru/upload/iblock/1d3/ANGORADELUXE_3067.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Korichnevyj,Цвет,Коричневый,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Беж,https://2676270.ru/upload/iblock/883/ANGORADELUXE_511.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Беж,Цвет,Беж,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Sinij,https://2676270.ru/upload/iblock/08d/ANGORADELUXE_551.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Sinij,Цвет,Синий,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Bordovyj,https://2676270.ru/upload/iblock/265/ANGORADELUXE_577.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Bordovyj,Цвет,Бордовый,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE Sinij,https://2676270.ru/upload/iblock/61b/ANGORADELUXE_583.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variation,ANGORA DE LUXE Sinij,Цвет,Синий,ANGORA DE LUXE
ПРЯЖА > YARNART,ANGORA DE LUXE,https://2676270.ru/upload/resize_cache/iblock/3ee/230_189_1/angoradeluxe.jpg,"Состав: 70% Мохер, 30% Акрил, Длина нити: 100гр. 520мт., Вес упаковки: 500",1358,visible,variable,ANGORA DE LUXE,Цвет,"Коричневый, Алый, Синий, Коричневый, Беж, Синий, Бордовый, Синий",
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR Seryj/belyj/chernyj,https://2676270.ru/upload/iblock/33b/20190913_082117-001.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variation,ANGORA DE LUXE COLOR Seryj/belyj/chernyj,Цвет,Серый/белый/черный,ANGORA DE LUXE COLOR
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR Belyj/bezhevyj/korichnevyj(shirokaja sektsija),https://2676270.ru/upload/iblock/0f3/25.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variation,ANGORA DE LUXE COLOR Belyj/bezhevyj/korichnevyj(shirokaja sektsija),Цвет,Белый/бежевый/коричневый(широкая секция),ANGORA DE LUXE COLOR
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR Molochnyj/pudra/korichnevyj,https://2676270.ru/upload/iblock/b32/26.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variation,ANGORA DE LUXE COLOR Molochnyj/pudra/korichnevyj,Цвет,Молочный/пудра/коричневый,ANGORA DE LUXE COLOR
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR Bezhevyj /korichnevyj,https://2676270.ru/upload/iblock/2e0/20190913_083406-001.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variation,ANGORA DE LUXE COLOR Bezhevyj /korichnevyj,Цвет,Бежевый /коричневый,ANGORA DE LUXE COLOR
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR Belyj/bezhevyj/korichnevyj(uzkaja sektsija),https://2676270.ru/upload/iblock/344/20190326_081804-001.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variation,ANGORA DE LUXE COLOR Belyj/bezhevyj/korichnevyj(uzkaja sektsija),Цвет,Белый/бежевый/коричневый(узкая секция),ANGORA DE LUXE COLOR
ПРЯЖА > YARNART,ANGORA DE LUXE COLOR,https://2676270.ru/upload/resize_cache/iblock/f5a/230_189_1/images.jpg,"Состав: 70% мохер, 30% акрил, Длина нити: 100 гр. - 520 м., Вес упаковки: 500 гр.",922,visible,variable,ANGORA DE LUXE COLOR,Цвет,"Серый/белый/черный, Белый/бежевый/коричневый(широкая секция), Молочный/пудра/коричневый, Бежевый /коричневый, Белый/бежевый/коричневый(узкая секция)",
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Норка,https://2676270.ru/upload/iblock/511/angora_star_033.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Норка,Цвет,Норка,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Слива,https://2676270.ru/upload/iblock/ba0/angora_star_10094.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Слива,Цвет,Слива,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Bledno-rozovyj,https://2676270.ru/upload/iblock/b27/angora_star_10119.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Bledno-rozovyj,Цвет,Бледно-розовый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Lazurnyj,https://2676270.ru/upload/iblock/6ee/angora_star_11448.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Lazurnyj,Цвет,Лазурный,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Василек,https://2676270.ru/upload/iblock/4f9/angora_star_152.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Василек,Цвет,Василек,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Alyj,https://2676270.ru/upload/iblock/de6/angora_star_156.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Alyj,Цвет,Алый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Rozovyj ledenets,https://2676270.ru/upload/iblock/4f7/angora_star_174.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Rozovyj ledenets,Цвет,Розовый леденец,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Temno-seryj,https://2676270.ru/upload/iblock/db5/angora_star_179.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Temno-seryj,Цвет,Темно-серый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Nezhno - rozovyj,https://2676270.ru/upload/iblock/983/angora_star_204.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Nezhno - rozovyj,Цвет,Нежно - розовый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Goluboj,https://2676270.ru/upload/iblock/96c/angora_star_215.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Goluboj,Цвет,Голубой,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Rozovyj,https://2676270.ru/upload/iblock/65d/angora_star_217.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Rozovyj,Цвет,Розовый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Бирюза,https://2676270.ru/upload/iblock/c80/angora_star_235.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Бирюза,Цвет,Бирюза,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Svetlo-seryj,https://2676270.ru/upload/iblock/043/angora_star_282.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Svetlo-seryj,Цвет,Светло-серый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Sirenevyj,https://2676270.ru/upload/iblock/7dd/angora_star_3017.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Sirenevyj,Цвет,Сиреневый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Vinnyj,https://2676270.ru/upload/iblock/2f0/angora_star_3024.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Vinnyj,Цвет,Винный,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Ryzhij,https://2676270.ru/upload/iblock/6a9/angora_star_3027.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Ryzhij,Цвет,Рыжий,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Jarko-goluboj,https://2676270.ru/upload/iblock/e7d/angora_star_3040.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Jarko-goluboj,Цвет,Ярко-голубой,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Karamel',https://2676270.ru/upload/iblock/3e2/angora_star_3067.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Karamel',Цвет,Карамель,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Seryj,https://2676270.ru/upload/iblock/483/angora_star_3071.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Seryj,Цвет,Серый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Goluboj,https://2676270.ru/upload/iblock/d87/angora_star_3072.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Goluboj,Цвет,Голубой,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Seryj,https://2676270.ru/upload/iblock/a56/angora_star_3088.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Seryj,Цвет,Серый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Izumrud,https://2676270.ru/upload/iblock/31e/angora_star_338.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Izumrud,Цвет,Изумруд,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Chernyj,https://2676270.ru/upload/iblock/3f3/angora_star_359.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Chernyj,Цвет,Черный,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Seryj dzhins,https://2676270.ru/upload/iblock/a43/angora_star_3864.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Seryj dzhins,Цвет,Серый джинс,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Belyj,https://2676270.ru/upload/iblock/da9/angora_star_501.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Belyj,Цвет,Белый,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Molochnyj,https://2676270.ru/upload/iblock/efe/angora_star_502.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Molochnyj,Цвет,Молочный,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Persik,https://2676270.ru/upload/iblock/9cd/angora_star_511.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Persik,Цвет,Персик,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Норка,https://2676270.ru/upload/iblock/f4b/angora_star_512.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Норка,Цвет,Норка,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Kapuchino,https://2676270.ru/upload/iblock/df7/angora_star_514.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Kapuchino,Цвет,Капучино,ANGORA STAR (НОВИНКА)
ПРЯЖА > YARNART,ANGORA STAR (НОВИНКА) Хаки,https://2676270.ru/upload/iblock/ff3/angora_star_530.jpg,"Состав: 20% Fine Wool,80% Акрил, Длина нити: 100 гр. - 500 м., Вес упаковки: 500 гр.",900,visible,variation,ANGORA STAR (НОВИНКА) Хаки,Цвет,Хаки,ANGORA STAR (НОВИНКА)
