Категории,Имя,Изображения,Описание,Базовая цена,Видимость в каталоге,Type,SKU,Attribute 1 name,Attribute 1 value(s),parent
ПРЯЖА > ALIZE,ALPACA ROYAL kofe s molokom ,https://2676270.ru/upload/iblock/dff/1405412409688.jpg,"Состав: 55 % акрил - 30 % альпака -15 % шерсть, Длина нити: 100гр. 250мт., Вес упаковки: 500",1132,visible,variation,ALPACA ROYAL kofe s molokom ,Цвет,кофе с молоком ,ALPACA ROYAL
ПРЯЖА > ALIZE,ALPACA ROYAL Kirpichnyj melanzh,https://2676270.ru/upload/iblock/7fa/1405413385690.jpg,"Состав: 55 % акрил - 30 % альпака -15 % шерсть, Длина нити: 100гр. 250мт., Вес упаковки: 500",1132,visible,variation,ALPACA ROYAL Kirpichnyj melanzh,Цвет,Кирпичный меланж,ALPACA ROYAL
ПРЯЖА > ALIZE,ALPACA ROYAL,https://2676270.ru/upload/resize_cache/iblock/b9a/230_189_1/1405406886yumak.jpg,"Состав: 55 % акрил - 30 % альпака -15 % шерсть, Длина нити: 100гр. 250мт., Вес упаковки: 500",1132,visible,variable,ALPACA ROYAL,Цвет,"кремовый, Шафран, бежевый меланж, Гнилая вишня, Серый меланж, коричневый, Джинс меланж, Светло-серый меланж, Светло бежевый, Желтый, голубой, Терракот, Джинс, Сamel-меланж, мята, Белый, Красный, зеленый меланж, Бордовый, темно-синий, Коричневый меланж, кофе с молоком , Кирпичный меланж",
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Sredne-seryj melanzh,https://2676270.ru/upload/iblock/d02/1565958393196.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Sredne-seryj melanzh,Цвет,Средне-серый меланж,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Bezhevyj,https://2676270.ru/upload/iblock/d2e/1565958456262.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Bezhevyj,Цвет,Бежевый,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Rozovyj,https://2676270.ru/upload/iblock/455/1565958481269.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Rozovyj,Цвет,Розовый,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Sinij,https://2676270.ru/upload/iblock/07d/1565958500356.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Sinij,Цвет,Синий,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Mjatnyj,https://2676270.ru/upload/iblock/138/1565958517522.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Mjatnyj,Цвет,Мятный,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Belyj,https://2676270.ru/upload/iblock/a9c/156595834355.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Belyj,Цвет,Белый,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Chernyj,https://2676270.ru/upload/iblock/070/156595837260.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Chernyj,Цвет,Черный,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА) Pepel'nyj melanzh,https://2676270.ru/upload/iblock/8df/1565958592684.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА) Pepel'nyj melanzh,Цвет,Пепельный меланж,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА)  Kofe s molokom melanzh,https://2676270.ru/upload/iblock/7cf/1565958682688.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variation,ALPACA TWEED (НОВИНКА)  Kofe s molokom melanzh,Цвет, Кофе с молоком меланж,ALPACA TWEED (НОВИНКА)
ПРЯЖА > ALIZE,ALPACA TWEED (НОВИНКА),https://2676270.ru/upload/resize_cache/iblock/548/230_189_1/156596006501.jpg,"Состав: 15% Шерсть - 15% Альпака - 5% Вискоза - 65% Акрил, Длина нити: 100 гр. - 250 м., Вес упаковки: 500 гр.",1132,visible,variable,ALPACA TWEED (НОВИНКА),Цвет,"Средне-серый меланж, Бежевый, Розовый, Синий, Мятный, Белый, Черный, Пепельный меланж,  Кофе с молоком меланж",
ПРЯЖА > ALIZE,ANGORA GOLD Kremovyj,https://2676270.ru/upload/iblock/e41/01.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Kremovyj,Цвет,Кремовый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Шафран,https://2676270.ru/upload/iblock/e11/02_0.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Шафран,Цвет,Шафран,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Persik,https://2676270.ru/upload/iblock/3e5/102.750x0.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Persik,Цвет,Персик,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Krasnyj,https://2676270.ru/upload/iblock/093/1374760217angoragold_106.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Krasnyj,Цвет,Красный,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Zelenaja trava,https://2676270.ru/upload/iblock/290/1374759498118.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Zelenaja trava,Цвет,Зеленая трава,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Василек,https://2676270.ru/upload/iblock/4d8/1566482125141.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Василек,Цвет,Василек,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Bezhevyj melanzh,https://2676270.ru/upload/iblock/99b/152.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Bezhevyj melanzh,Цвет,Бежевый меланж,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Medovyj,https://2676270.ru/upload/iblock/783/1405427838160.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Medovyj,Цвет,Медовый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Пудра,https://2676270.ru/upload/iblock/a99/1343458586angoragold_161.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Пудра,Цвет,Пудра,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Seraja roza,https://2676270.ru/upload/iblock/87d/1437742147163.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Seraja roza,Цвет,Серая роза,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Lazurnyj,https://2676270.ru/upload/iblock/a9e/1471272059angoragold_164.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Lazurnyj,Цвет,Лазурный,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Petrol',https://2676270.ru/upload/iblock/1f5/1374761553angoragold_17.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Petrol',Цвет,Петроль,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Zelenyj mindal',https://2676270.ru/upload/iblock/7be/1604661887180_copy.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Zelenyj mindal',Цвет,Зеленый миндаль,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Svetlo-rozovyj,https://2676270.ru/upload/iblock/ed5/1592818799185.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Svetlo-rozovyj,Цвет,Светло-розовый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Виолет,https://2676270.ru/upload/iblock/aff/1565856626206.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Виолет,Цвет,Виолет,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Seryj,https://2676270.ru/upload/iblock/fdc/1343458595angoragold_21.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Seryj,Цвет,Серый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Svetlyj dzhins,https://2676270.ru/upload/iblock/dcd/1374759437221.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Svetlyj dzhins,Цвет,Светлый джинс,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Lilovyj,https://2676270.ru/upload/iblock/53e/pryaja_ALIZE_ANGORA_GOLD_(10_moher_10_sherst_80_akril_100g_550m)-777-p1236.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Lilovyj,Цвет,Лиловый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Zhemchuzhno-rozovyj,https://2676270.ru/upload/iblock/9a3/1471269675angoragold_271.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Zhemchuzhno-rozovyj,Цвет,Жемчужно-розовый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Jarko suhaja roza,https://2676270.ru/upload/iblock/b61/images.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Jarko suhaja roza,Цвет,Ярко сухая роза,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Temno-lilovyj,https://2676270.ru/upload/iblock/56d/1437742238312.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Temno-lilovyj,Цвет,Темно-лиловый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Ракушка мидии,https://2676270.ru/upload/iblock/5ca/1471269797angoragold_33.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Ракушка мидии,Цвет,Ракушка мидии,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Svetlo-rozovyj,https://2676270.ru/upload/iblock/28a/1405423485363.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Svetlo-rozovyj,Цвет,Светло-розовый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Rozovyj ledenets,https://2676270.ru/upload/iblock/20f/137475958639.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Rozovyj ledenets,Цвет,Розовый леденец,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Goluboj,https://2676270.ru/upload/iblock/39b/1343461888angoragold_40.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Goluboj,Цвет,Голубой,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Molochno - bezhevyj,https://2676270.ru/upload/iblock/84b/1502971077506.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Molochno - bezhevyj,Цвет,Молочно - бежевый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Zimnee nebo,https://2676270.ru/upload/iblock/39e/1471271967angoragold_514.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Zimnee nebo,Цвет,Зимнее небо,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Норка,https://2676270.ru/upload/iblock/89a/1343460783angoragold_541.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Норка,Цвет,Норка,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Kora,https://2676270.ru/upload/iblock/80f/1374760199angoragold_542.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Kora,Цвет,Кора,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Kofe s molokom,https://2676270.ru/upload/iblock/f59/1380715855angoragold_543.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Kofe s molokom,Цвет,Кофе с молоком,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Slonovaja kost',https://2676270.ru/upload/iblock/cba/1405427735599.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Slonovaja kost',Цвет,Слоновая кость,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Chernyj,https://2676270.ru/upload/iblock/9d7/1343458626angoragold_60.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Chernyj,Цвет,Черный,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Molochnyj,https://2676270.ru/upload/iblock/fdd/62.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Molochnyj,Цвет,Молочный,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Pepel'nyj,https://2676270.ru/upload/iblock/3cf/1374759454652.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Pepel'nyj,Цвет,Пепельный,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Korallovyj,https://2676270.ru/upload/iblock/076/1374759543656.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Korallovyj,Цвет,Коралловый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Molochno-bezhevyj,https://2676270.ru/upload/iblock/301/67.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Molochno-bezhevyj,Цвет,Молочно-бежевый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Jarko - persikovyj,https://2676270.ru/upload/iblock/018/1405424012681.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Jarko - persikovyj,Цвет,Ярко - персиковый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Svetlo-sirenevyj,https://2676270.ru/upload/iblock/dc7/2362.200.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Svetlo-sirenevyj,Цвет,Светло-сиреневый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Sredne-seryj,https://2676270.ru/upload/iblock/a18/1374760162angoragold_87.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Sredne-seryj,Цвет,Средне-серый,ANGORA GOLD
ПРЯЖА > ALIZE,ANGORA GOLD Svetlo bezhevyj,https://2676270.ru/upload/iblock/a8a/82-home_default-001.jpg,"Состав: 10% мохер, 10% шерсть, 80% акрил, Длина нити: 100гр. - 550мт., Вес упаковки: 500",720,visible,variation,ANGORA GOLD Svetlo bezhevyj,Цвет,Светло бежевый,ANGORA GOLD
