Категории,Имя,Изображения,Описание,Базовая цена,Видимость в каталоге,Type,SKU,Attribute 1 name,Attribute 1 value(s),parent
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Goluboj/birjuza/zelenyj,https://2676270.ru/upload/iblock/60d/1444738165_k.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Goluboj/birjuza/zelenyj,Цвет,Голубой/бирюза/зеленый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Oranzhevyj/sirenevyj/belyj,https://2676270.ru/upload/iblock/334/994-81183.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Oranzhevyj/sirenevyj/belyj,Цвет,Оранжевый/сиреневый/белый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Belyj/malina/seryj/sirenevyj,https://2676270.ru/upload/iblock/936/81186.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Belyj/malina/seryj/sirenevyj,Цвет,Белый/малина/серый/сиреневый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Korichnevyj/zelenyj/belyj,https://2676270.ru/upload/iblock/5a3/81188.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Korichnevyj/zelenyj/belyj,Цвет,Коричневый/зеленый/белый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Oranzhevyj/sirenevyj/belyj,https://2676270.ru/upload/iblock/694/695775530_w640_h640_nako_super_inc__kar_81189_.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Oranzhevyj/sirenevyj/belyj,Цвет,Оранжевый/сиреневый/белый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Krasnyj/bordovyj/molochnyj,https://2676270.ru/upload/iblock/8ac/1444737535_k.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Krasnyj/bordovyj/molochnyj,Цвет,Красный/бордовый/молочный,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR Bezhevyj/korichnevyj/belyj,https://2676270.ru/upload/iblock/1e1/1444737434_k.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variation,SUPER INCI HIT JAKAR Bezhevyj/korichnevyj/belyj,Цвет,Бежевый/коричневый/белый,SUPER INCI HIT JAKAR
ПРЯЖА > NAKO,SUPER INCI HIT JAKAR,https://2676270.ru/upload/resize_cache/iblock/8ad/230_189_1/nako-1-21-4112-1477643135.jpg,"Состав: 25% шерсть, 75% премиум акрил, Длина нити: 100 гр. - 180 м., Вес упаковки: 500 гр.",795,visible,variable,SUPER INCI HIT JAKAR,Цвет,"Коричневый/рябина/белый, Голубой/бирюза/зеленый, Оранжевый/сиреневый/белый, Белый/малина/серый/сиреневый, Коричневый/зеленый/белый, Оранжевый/сиреневый/белый, Красный/бордовый/молочный, Бежевый/коричневый/белый",
ПРЯЖА > NAKO,VIZON ANATOLIA Zelenyj/sirenevyj,https://2676270.ru/upload/iblock/bc3/1443775596_k.jpg,"Состав: 100% премиум акрил, Длина нити: 100 гр. - 210 м., Вес упаковки: 500 гр.",660,visible,variation,VIZON ANATOLIA Zelenyj/sirenevyj,Цвет,Зеленый/сиреневый,VIZON ANATOLIA
ПРЯЖА > NAKO,VIZON ANATOLIA Rozovyj/krasnyj,https://2676270.ru/upload/iblock/281/1443775376_k.jpg,"Состав: 100% премиум акрил, Длина нити: 100 гр. - 210 м., Вес упаковки: 500 гр.",660,visible,variation,VIZON ANATOLIA Rozovyj/krasnyj,Цвет,Розовый/красный,VIZON ANATOLIA
ПРЯЖА > NAKO,VIZON ANATOLIA,https://2676270.ru/upload/resize_cache/iblock/8dc/230_189_1/1443774936.jpg,"Состав: 100% премиум акрил, Длина нити: 100 гр. - 210 м., Вес упаковки: 500 гр.",660,visible,variable,VIZON ANATOLIA,Цвет,"Зеленый/сиреневый, Розовый/красный",
