Категории,Имя,Изображения,Описание,Базовая цена,Видимость в каталоге,Type,SKU,Attribute 1 name,Attribute 1 value(s),parent
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Мята,https://2676270.ru/upload/iblock/977/7B4250EB-8734-4468-94A3-DD2029E14941.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Мята,Цвет,Мята,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Pesochnyj,https://2676270.ru/upload/iblock/c5c/6BA9B952-0E29-455C-A57C-21E8B0B9666F.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Pesochnyj,Цвет,Песочный,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-seryj,https://2676270.ru/upload/iblock/384/A6BAB7CC-12F4-4DB4-8B65-7CD7D0F38D83.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-seryj,Цвет,Темно-серый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Myshonok,https://2676270.ru/upload/iblock/01a/23_1.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Myshonok,Цвет,Мышонок,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-olivkovyj,https://2676270.ru/upload/iblock/e0c/111DE5F1-400D-414C-80F5-763AA7F9F9C4.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-olivkovyj,Цвет,Темно-оливковый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temnyj izumrud,https://2676270.ru/upload/iblock/388/583703EE-E697-45CF-A010-E246CAFB3EEA.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temnyj izumrud,Цвет,Темный изумруд,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-bolotnyj,https://2676270.ru/upload/iblock/18f/BA3E4FC9-A087-4B31-B02D-DE79120689BC.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-bolotnyj,Цвет,Темно-болотный,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-lilovyj,https://2676270.ru/upload/iblock/68a/0DXfLH3lLMg.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-lilovyj,Цвет,Ярко-лиловый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Баклажан,https://2676270.ru/upload/iblock/ba8/673DD373-1B01-4A60-AC59-5266C16BB370.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Баклажан,Цвет,Баклажан,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Бордо,https://2676270.ru/upload/iblock/b57/IMG_6885-11-04-19-02-53.png,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Бордо,Цвет,Бордо,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Korichnevyj,https://2676270.ru/upload/iblock/ebf/5931C314-339E-493E-BE64-C5E7E433F03E (1).jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Korichnevyj,Цвет,Коричневый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Chernyj,https://2676270.ru/upload/iblock/fc0/images.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Chernyj,Цвет,Черный,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-rozovyj,https://2676270.ru/upload/iblock/189/2CFEF860-7DF5-45EF-96E7-A7287A9FFCC0.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-rozovyj,Цвет,Ярко-розовый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlo-rozovyj,https://2676270.ru/upload/iblock/32f/BBD3D82F-BCAA-49F9-A085-BD0BF982EE1C.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlo-rozovyj,Цвет,Светло-розовый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Ajsberg,https://2676270.ru/upload/iblock/808/9DBEDB7E-275F-4A72-97A4-9BCB77090A00.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Ajsberg,Цвет,Айсберг,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Zelenyj,https://2676270.ru/upload/iblock/4f7/F088575B-2FEC-4F6E-B029-42AE3A11C594.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Zelenyj,Цвет,Зеленый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Ekzotika,https://2676270.ru/upload/iblock/519/71502D52-74B9-4A6E-A20B-270270570957.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Ekzotika,Цвет,Экзотика,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-goluboj,https://2676270.ru/upload/iblock/cb5/f34xchg91d4o40cck44ss0s4wwk4kw.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Jarko-goluboj,Цвет,Ярко-голубой,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Oranzhevyj,https://2676270.ru/upload/iblock/66d/s-k4-ezMumY.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Oranzhevyj,Цвет,Оранжевый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Apel'sin,https://2676270.ru/upload/iblock/5b2/oDJGnr4OOlE.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Apel'sin,Цвет,Апельсин,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Slonovaja kost',https://2676270.ru/upload/iblock/e26/C659F3D3-1B52-4AE8-BA03-C41A952B8D28.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Slonovaja kost',Цвет,Слоновая кость,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temnaja siren',https://2676270.ru/upload/iblock/7c8/PJlSSywV1ks.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temnaja siren',Цвет,Темная сирень,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Kremovyj,https://2676270.ru/upload/iblock/c3d/IMG_6877-11-04-19-02-39.png,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Kremovyj,Цвет,Кремовый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Molochnyj shokolad,https://2676270.ru/upload/iblock/7bb/D396EB03-5F2D-463D-9A4B-7B94C2FE1DE7.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Molochnyj shokolad,Цвет,Молочный шоколад,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-zelenyj,https://2676270.ru/upload/iblock/0bc/9A2AB1BA-17DB-4E02-887F-957F50DF2EC3.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Temno-zelenyj,Цвет,Темно-зеленый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Антрацит,https://2676270.ru/upload/iblock/030/kyn1btAWRS8.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Антрацит,Цвет,Антрацит,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Темное какао,https://2676270.ru/upload/iblock/14e/0412DAFB-7B6C-4B18-B0D8-22D28B28F409.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Темное какао,Цвет,Темное какао,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Stal'noj,https://2676270.ru/upload/iblock/468/8D394E05-9234-4AD2-8B84-1B4395E4B344.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Stal'noj,Цвет,Стальной,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) nezhno goluboj,https://2676270.ru/upload/iblock/b4d/wfbl16bvEaI.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) nezhno goluboj,Цвет,нежно голубой,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlo-rozovyj,https://2676270.ru/upload/iblock/4c9/9A9C1AA7-1F9D-44D6-AA70-AD482719E642.jpeg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlo-rozovyj,Цвет,Светло-розовый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlyj ajsberg,https://2676270.ru/upload/iblock/e56/pryazha_puh_norki_cvet_64_svetlyj_ajsberg-228x228.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Svetlyj ajsberg,Цвет,Светлый айсберг,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Пион,https://2676270.ru/upload/iblock/1fe/2SSRu_P5WF8.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Пион,Цвет,Пион,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Seryj melanzh,https://2676270.ru/upload/iblock/468/IMG_6878-11-04-19-02-39.png,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Seryj melanzh,Цвет,Серый меланж,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) temno goluboj,https://2676270.ru/upload/iblock/841/sO6bI4-BYBQ.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) temno goluboj,Цвет,темно голубой,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
ПРЯЖА > НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА),НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Lilovyj,https://2676270.ru/upload/iblock/55f/R22kh8CHrgk.jpg,"Состав: Пух норки-90% Полиамид-10%, Длина нити: 50 гр. - 350 м., Вес упаковки: 250 гр.",2250,visible,variation,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА) Lilovyj,Цвет,Лиловый,НОРКА ДЛИННОВОРСОВАЯ (НОВИНКА)
